,Unnamed: 0,date,author,twitter_name,text,number_of_likes,number_of_retweets,cleaned_tweet,user_handles,hashtags,links,punct,tokenized_text,tokenizer_noStopw,stemmed_text,sentiment,score,polarity,subjectivity
875,875,1643731713000,"James Gingerich, @Expeflow #WorkEasier #RPA",jamesvgingerich,Schools Dogged by Unaddressed #COVID-19 #Insurance Liability Questions: A.M. Best. (Carrier Management) #Education… https://t.co/9IiaYsh48S,0,0,Schools Dogged by Unaddressed -19  Liability Questions: A.M. Best. (Carrier Management) …,[],"['#COVID', '#Insurance', '#Education']",[' https://t.co/9IiaYsh48S'],Schools Dogged by Unaddressed 1  Liability Questions AM Best Carrier Management …,"[Schools, Dogged, by, Unaddressed, 1,  , Liability, Questions, AM, Best, Carrier, Management, …]","['Schools', 'Dogged', 'Unaddressed', '1', ' ', 'Liability', 'Questions', 'Best', 'Carrier', 'Management', '…']",school dog unaddress 1   liabil question best carrier manag …,positive,"{'neg': 0.12, 'neu': 0.6, 'pos': 0.28, 'compound': 0.5267}",1.0,0.3
876,876,1643731687000,Teresa “Biden Catholic” Hughes,Myhealthyescape,"3 weeks ago the average new Covid cases per day in Maryland was 13,392 and this week it is 2,655...still too many,… https://t.co/BRf5rA27Xi",0,0,"3 weeks ago the average new Covid cases per day in Maryland was 13,392 and this week it is 2,655...still too many,…",[],[],[' https://t.co/BRf5rA27Xi'],3 weeks ago the average new Covid cases per day in Maryland was 1332 and this week it is 2655still too many…,"[3, weeks, ago, the, average, new, Covid, cases, per, day, in, Maryland, was, 1332, and, this, week, it, is, 2655still, too, many, …]","['3', 'weeks', 'ago', 'average', 'new', 'Covid', 'cases', 'day', 'Maryland', '1332', 'week', '2655still', '…']",3 week ago averag new covid case day maryland 1332 week 2655still …,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",-0.0068181818181818205,0.42727272727272725
877,877,1643731671000,Paul RunningHorse Vigil,HouseBuyerQuest,#Covid Suffering With COVID Post Traumatic Stress Disorder? Fundraising Campaign. Partner and Fundraise Donate by C… https://t.co/J4ClTW4Jsz,0,0,Suffering With COVID Post Traumatic Stress Disorder? Fundraising Campaign. Partner and Fundraise Donate by C…,[],['#Covid'],[' https://t.co/J4ClTW4Jsz'],Suffering With COVID Post Traumatic Stress Disorder Fundraising Campaign Partner and Fundraise Donate by C…,"[Suffering, With, COVID, Post, Traumatic, Stress, Disorder, Fundraising, Campaign, Partner, and, Fundraise, Donate, by, C, …]","['Suffering', 'COVID', 'Post', 'Traumatic', 'Stress', 'Disorder', 'Fundraising', 'Campaign', 'Partner', 'Fundraise', 'Donate', 'C', '…']",suffer covid post traumat stress disord fundrais campaign partner fundrais donat c …,negative,"{'neg': 0.528, 'neu': 0.472, 'pos': 0.0, 'compound': -0.9062}",0.0,0.0
878,878,1643731504000,AHRQ,AHRQNews,Compare State-specific inpatient characteristics from 2020 and the first half of 2021 with #AHRQ's updated HCUP Vis… https://t.co/H8HneYxSR5,0,1,Compare State-specific inpatient characteristics from 2020 and the first half of 2021 with 's updated HCUP Vis…,[],['#AHRQ'],[' https://t.co/H8HneYxSR5'],Compare Statespecific inpatient characteristics from 22 and the first half of 221 with s updated HCUP Vis…,"[Compare, Statespecific, inpatient, characteristics, from, 22, and, the, first, half, of, 221, with, s, updated, HCUP, Vis, …]","['Compare', 'Statespecific', 'inpatient', 'characteristics', '22', 'half', '221', 's', 'updated', 'HCUP', 'Vis', '…']",compar statespecif inpati characterist 22 half 221 s updat hcup vi …,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.04166666666666667,0.25
879,879,1643731501000,National Jewish Health,NJHealth,@NJHealth physician researchers found more than 20% of patients with chronic medical conditions may still have insu… https://t.co/Dd5R5k8F5D,0,0,physician researchers found more than 20% of patients with chronic medical conditions may still have insu…,['@NJHealth'],[],[' https://t.co/Dd5R5k8F5D'],physician researchers found more than 2 of patients with chronic medical conditions may still have insu…,"[physician, researchers, found, more, than, 2, of, patients, with, chronic, medical, conditions, may, still, have, insu, …]","['physician', 'researchers', 'found', '2', 'patients', 'chronic', 'medical', 'conditions', 'insu', '…']",physician research found 2 patient chronic medic condit insu …,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.25,0.25
880,880,1643731494000,Pittsburgh Mercy,PghMercy,Pittsburgh Mercy thanks those who have gotten the #COVID-19 vaccine and encourages those who haven't to talk to som… https://t.co/0LtkiwxtgU,1,1,Pittsburgh Mercy thanks those who have gotten the -19 vaccine and encourages those who haven't to talk to som…,[],['#COVID'],[' https://t.co/0LtkiwxtgU'],Pittsburgh Mercy thanks those who have gotten the 1 vaccine and encourages those who havent to talk to som…,"[Pittsburgh, Mercy, thanks, those, who, have, gotten, the, 1, vaccine, and, encourages, those, who, have, nt, to, talk, to, som, …]","['Pittsburgh', 'Mercy', 'thanks', 'gotten', '1', 'vaccine', 'encourages', 'nt', 'talk', 'som', '…']",pittsburgh merci thank gotten 1 vaccin encourag nt talk som …,positive,"{'neg': 0.0, 'neu': 0.658, 'pos': 0.342, 'compound': 0.8074}",0.2,0.2
881,881,1643731387000,LYBO - Leverage Your Business Online,LYBObiz,"Uptick in #Covid in #China, fresh restrictions, weighed on #manufacturing start of 2022. Survey focused on small to… https://t.co/qLvq2vXsoZ",1,1,"Uptick in  in , fresh restrictions, weighed on  start of 2022. Survey focused on small to…",[],"['#Covid', '#China', '#manufacturing']",[' https://t.co/qLvq2vXsoZ'],Uptick in  in  fresh restrictions weighed on  start of 222 Survey focused on small to…,"[Uptick, in,  , in,  , fresh, restrictions, weighed, on,  , start, of, 222, Survey, focused, on, small, to, …]","['Uptick', ' ', ' ', 'fresh', 'restrictions', 'weighed', ' ', 'start', '222', 'Survey', 'focused', 'small', '…']",uptick     fresh restrict weigh   start 222 survey focus small …,positive,"{'neg': 0.0, 'neu': 0.726, 'pos': 0.274, 'compound': 0.5994}",0.024999999999999994,0.45
882,882,1643731369000,AZ Red Sox fan 🇺🇸,azredsoxfan65,@dougducey @FoxFriendsFirst Trump did same. When are you going to apologize to families of OVER 26K Arizonans for… https://t.co/gDeou4W9fq,7,1,Trump did same. When are you going to apologize to families of OVER 26K Arizonans for…,"['@dougducey', '@FoxFriendsFirst']",[],[' https://t.co/gDeou4W9fq'],Trump did same When are you going to apologize to families of OVER 26K Arizonans for…,"[Trump, did, same, When, are, you, going, to, apologize, to, families, of, OVER, 26, K, Arizonans, for, …]","['Trump', 'going', 'apologize', 'families', '26', 'K', 'Arizonans', '…']",trump go apolog famili 26 k arizonan …,positive,"{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.1027}",0.0,0.125
883,883,1643731322000,Ismat,IsmatMahmood,Just recovering from it.. with three shots it still hit me hard. Nothing mild about it. But immensely thankful to G… https://t.co/Je2lLTtBI1,2,0,Just recovering from it.. with three shots it still hit me hard. Nothing mild about it. But immensely thankful to G…,[],[],[' https://t.co/Je2lLTtBI1'],Just recovering from it with three shots it still hit me hard Nothing mild about it But immensely thankful to G…,"[Just, recovering, from, it, with, three, shots, it, still, hit, me, hard, Nothing, mild, about, it, But, immensely, thankful, to, G, …]","['recovering', 'shots', 'hit', 'hard', 'mild', 'immensely', 'thankful', 'G', '…']",recov shot hit hard mild immens thank g …,positive,"{'neg': 0.048, 'neu': 0.752, 'pos': 0.2, 'compound': 0.705}",0.013888888888888876,0.6805555555555555
884,884,1643731320000,ofirhirsh@gmail.com,Ofir_Hirsh_Art,"Bytes of happiness.
Oil on canvas, created by Ofir Hirsh under the B.D. Tranqui identity in 2020.⁠
#ofirhirsh… https://t.co/1H0rlKyikl",0,0,"Bytes of happiness.
Oil on canvas, created by Ofir Hirsh under the B.D. Tranqui identity in 2020.⁠
…",[],['#ofirhirsh'],[' https://t.co/1H0rlKyikl'],"Bytes of happiness
Oil on canvas created by Ofir Hirsh under the BD Tranqui identity in 22⁠
…","[Bytes, of, happiness, 
, Oil, on, canvas, created, by, Ofir, Hirsh, under, the, BD, Tranqui, identity, in, 22⁠, 
, …]","['Bytes', 'happiness', '\n', 'Oil', 'canvas', 'created', 'Ofir', 'Hirsh', 'BD', 'Tranqui', 'identity', '22\u2060', '\n', '…']","byte happi 
 oil canva creat ofir hirsh bd tranqui ident 22⁠ 
 …",positive,"{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.6808}",0.7,0.2
885,885,1643731235000,Laurie  Weiss,LaurieWeiss,"""Abundance is there wherever you look."" - Dr. Laurie Weiss

Are you feeling #anxiety because you're bored by what y… https://t.co/5aOifUxxfc",0,0,"""Abundance is there wherever you look."" - Dr. Laurie Weiss

Are you feeling  because you're bored by what y…",[],['#anxiety'],[' https://t.co/5aOifUxxfc'],"Abundance is there wherever you look  Dr Laurie Weiss

Are you feeling  because youre bored by what y…","[Abundance, is, there, wherever, you, look,  , Dr, Laurie, Weiss, 

, Are, you, feeling,  , because, you, re, bored, by, what, y, …]","['Abundance', 'look', ' ', 'Dr', 'Laurie', 'Weiss', '\n\n', 'feeling', ' ', 'bored', 'y', '…']","abund look   dr lauri weiss 

 feel   bore y …",negative,"{'neg': 0.107, 'neu': 0.816, 'pos': 0.077, 'compound': -0.1531}",-0.5,1.0
886,886,1643731229000,Microbes.info,MicrobesInfo,"#COVID-19 #coronavirus #omicron dodging #immunity by #mutations ... 

| #SARSCoV2 | #ImmuneSystem | #Disease |… https://t.co/p9ZZzlA0fB",0,0,"-19   dodging  by  ... 

|  |  |  |…",[],"['#COVID', '#coronavirus', '#omicron', '#immunity', '#mutations', '#SARSCoV2', '#ImmuneSystem', '#Disease']",[' https://t.co/p9ZZzlA0fB'],"1   dodging  by   

      …","[1,   , dodging,  , by,   

      , …]","['1', '  ', 'dodging', ' ', '  \n\n      ', '…']","1    dodg     

       …",negative,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.1027}",0.0,0.0
887,887,1643731213000,Lion's Den,thelionsden,"Getting #COVID tests at home? Snag an STI test, too, and make a fun testing night!

@kinkly: https://t.co/xFRwvYVpWB",2,1,"Getting  tests at home? Snag an STI test, too, and make a fun testing night!

:",['@kinkly'],['#COVID'],[' https://t.co/xFRwvYVpWB'],"Getting  tests at home Snag an STI test too and make a fun testing night

","[Getting,  , tests, at, home, Snag, an, STI, test, too, and, make, a, fun, testing, night, 

]","['Getting', ' ', 'tests', 'home', 'Snag', 'STI', 'test', 'fun', 'testing', 'night', '\n\n']","get   test home snag sti test fun test night 

",positive,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.5562}",0.375,0.2
888,888,1643731202000,Asian Health Equity,CAHE_AHC,Happy Lunar New Year! Enter into the new year in good health by wearing your mask and getting vaccinated for #COVID… https://t.co/gdUvSu5r3M,10,6,Happy Lunar New Year! Enter into the new year in good health by wearing your mask and getting vaccinated for …,[],['#COVID'],[' https://t.co/gdUvSu5r3M'],Happy Lunar New Year Enter into the new year in good health by wearing your mask and getting vaccinated for …,"[Happy, Lunar, New, Year, Enter, into, the, new, year, in, good, health, by, wearing, your, mask, and, getting, vaccinated, for, …]","['Happy', 'Lunar', 'New', 'Year', 'Enter', 'new', 'year', 'good', 'health', 'wearing', 'mask', 'getting', 'vaccinated', '…']",happi lunar new year enter new year good health wear mask get vaccin …,positive,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.784}",0.45170454545454547,0.6272727272727273
889,889,1643731202000,ELS Anesthesiology,ELS_Anesthes,"Click here to check out the series: https://t.co/yfL0PZfUgu
@BJAJournals 
#Anesthesia #Covid19 #Covid https://t.co/iN4OIx0IWR",6,3,Click here to check out the series:,['@BJAJournals'],"['#Anesthesia', '#Covid19', '#Covid']","[' https://t.co/yfL0PZfUgu', ' https://t.co/iN4OIx0IWR']",Click here to check out the series,"[Click, here, to, check, out, the, series]","['Click', 'check', 'series']",click check seri,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
890,890,1643731161000,Lisa Riley Roche,lisarileyroche,See what @UtahDepOfHealth is using to monitor #COVID spread in Utah instead of case counts that are less accurate d… https://t.co/kzvwqe04UU,0,2,See what  is using to monitor  spread in Utah instead of case counts that are less accurate d…,['@UtahDepOfHealth'],['#COVID'],[' https://t.co/kzvwqe04UU'],See what  is using to monitor  spread in Utah instead of case counts that are less accurate d…,"[See, what,  , is, using, to, monitor,  , spread, in, Utah, instead, of, case, counts, that, are, less, accurate, d, …]","[' ', 'monitor', ' ', 'spread', 'Utah', 'instead', 'case', 'counts', 'accurate', 'd', '…']",  monitor   spread utah instead case count accur d …,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.11666666666666671,0.35000000000000003
891,891,1643731006000,"Lucy McBride, MD",drlucymcbride,"My latest #COVID newsletter - on the roadblocks/tools for behavioral change.

Whether it's losing weight, quitting… https://t.co/eIWnriu2dL",11,1,"My latest  newsletter - on the roadblocks/tools for behavioral change.

Whether it's losing weight, quitting…",[],['#COVID'],[' https://t.co/eIWnriu2dL'],"My latest  newsletter  on the roadblockstools for behavioral change

Whether its losing weight quitting…","[My, latest,  , newsletter,  , on, the, roadblockstools, for, behavioral, change, 

, Whether, its, losing, weight, quitting, …]","['latest', ' ', 'newsletter', ' ', 'roadblockstools', 'behavioral', 'change', '\n\n', 'losing', 'weight', 'quitting', '…']","latest   newslett   roadblockstool behavior chang 

 lose weight quit …",negative,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.3818}",0.5,0.9
892,892,1643730928000,AMDaleyNews,amdaleynews,"#Fauci financial investments finally disclosed. 
#COVID #Pandemic #lockdown

https://t.co/4NJnuVWS4Q",0,0,"financial investments finally disclosed. 
  

https://t.co/4NJnuVWS4Q",[],"['#Fauci', '#COVID', '#Pandemic', '#lockdown']",[],"financial investments finally disclosed 
  

httpstco4NJnuVWS4Q","[financial, investments, finally, disclosed, 
  

, httpstco4NJnuVWS4Q]","['financial', 'investments', 'finally', 'disclosed', '\n  \n\n', 'httpstco4NJnuVWS4Q']","financi invest final disclos 
  

 httpstco4njnuvws4q",neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.5
893,893,1643730906000,GylesNaMopaleen,gylesnamopaleen,@Saramac7 when you realise that 5m of the #covid doses given out in the UK were destined for poorer countries....ch… https://t.co/hgwNgaGE4F,0,1,when you realise that 5m of the  doses given out in the UK were destined for poorer countries....ch…,['@Saramac7'],['#covid'],[' https://t.co/hgwNgaGE4F'],when you realise that 5m of the  doses given out in the UK were destined for poorer countriesch…,"[when, you, realise, that, 5, m, of, the,  , doses, given, out, in, the, UK, were, destined, for, poorer, countriesch, …]","['realise', '5', 'm', ' ', 'doses', 'given', 'UK', 'destined', 'poorer', 'countriesch', '…']",realis 5 m   dose given uk destin poorer countriesch …,negative,"{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.3612}",0.0,0.0
894,894,1643730873000,Hayden Wright 💙,meHaydenWright,@Spireboxer @TeddyBe36607474 @ThatCarterBlunt @BigSV @talkRADIO @THEJamesWhale @LozzaFox Strange then that you are… https://t.co/kb8jQbAKLZ,1,0,Strange then that you are…,"['@Spireboxer', '@TeddyBe36607474', '@ThatCarterBlunt', '@BigSV', '@talkRADIO', '@THEJamesWhale', '@LozzaFox']",[],[' https://t.co/kb8jQbAKLZ'],Strange then that you are…,"[Strange, then, that, you, are, …]","['Strange', '…']",strang …,negative,"{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.2023}",-0.05,0.15
895,895,1643730827000,Jill,jserb,Some employers require a #covid vaccine others require that you abandon your #1a rights!  https://t.co/vXexJOaMBE,2,2,Some employers require a  vaccine others require that you abandon your  rights!,[],"['#covid', '#1a']",[' https://t.co/vXexJOaMBE'],Some employers require a  vaccine others require that you abandon your  rights,"[Some, employers, require, a,  , vaccine, others, require, that, you, abandon, your,  , rights]","['employers', 'require', ' ', 'vaccine', 'require', 'abandon', ' ', 'rights']",employ requir   vaccin requir abandon   right,negative,"{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.4926}",0.0,0.0
896,896,1643730821000,Rad Mom 🟩⬜️🟪🟥,BrazenShe,Vaccine mandates? You mean like this? #Vaccines #VaccineMandate #COVID #historical #WTF2022 https://t.co/8mMm4NF0QS,0,0,Vaccine mandates? You mean like this?,[],"['#Vaccines', '#VaccineMandate', '#COVID', '#historical', '#WTF2022']",[' https://t.co/8mMm4NF0QS'],Vaccine mandates You mean like this,"[Vaccine, mandates, You, mean, like, this]","['Vaccine', 'mandates', 'mean', 'like']",vaccin mandat mean like,positive,"{'neg': 0.0, 'neu': 0.636, 'pos': 0.364, 'compound': 0.4329}",-0.3125,0.6875
897,897,1643730605000,John Bulloch,QuirkyForum,E-BIKES ARE THE HOT EVS  Not e-scooters or electric automobiles.  You can carry kids or groceries.  Quality and pri… https://t.co/FqJucYjwAT,1,0,E-BIKES ARE THE HOT EVS  Not e-scooters or electric automobiles.  You can carry kids or groceries.  Quality and pri…,[],[],[' https://t.co/FqJucYjwAT'],EBIKES ARE THE HOT EVS  Not escooters or electric automobiles  You can carry kids or groceries  Quality and pri…,"[EBIKES, ARE, THE, HOT, EVS,  , Not, escooters, or, electric, automobiles,  , You, can, carry, kids, or, groceries,  , Quality, and, pri, …]","['EBIKES', 'HOT', 'EVS', ' ', 'escooters', 'electric', 'automobiles', ' ', 'carry', 'kids', 'groceries', ' ', 'Quality', 'pri', '…']",ebik hot ev   escoot electr automobil   carri kid groceri   qualiti pri …,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.25,0.8500000000000001
898,898,1643730305000,New Mexico Environment Department,NMEnvDep,We can help employers navigate #COVID-19 workplace requirements. We offer free assistance to small businesses to mi… https://t.co/ntmF7PENLp,2,1,We can help employers navigate -19 workplace requirements. We offer free assistance to small businesses to mi…,[],['#COVID'],[' https://t.co/ntmF7PENLp'],We can help employers navigate 1 workplace requirements We offer free assistance to small businesses to mi…,"[We, can, help, employers, navigate, 1, workplace, requirements, We, offer, free, assistance, to, small, businesses, to, mi, …]","['help', 'employers', 'navigate', '1', 'workplace', 'requirements', 'offer', 'free', 'assistance', 'small', 'businesses', 'mi', '…']",help employ navig 1 workplac requir offer free assist small busi mi …,positive,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.7184}",0.07500000000000001,0.6000000000000001
899,899,1643730239000,Netchex,Netchex,"HR in 2022: Major #HR Trends and Topics To Guide Your Year, Including #COVID, #RemoteWork, #EmployeeEngagement, and… https://t.co/fbquvfk50e",1,1,"HR in 2022: Major  Trends and Topics To Guide Your Year, Including , , , and…",[],"['#HR', '#COVID', '#RemoteWork', '#EmployeeEngagement']",[' https://t.co/fbquvfk50e'],HR in 222 Major  Trends and Topics To Guide Your Year Including    and…,"[HR, in, 222, Major,  , Trends, and, Topics, To, Guide, Your, Year, Including,    , and, …]","['HR', '222', 'Major', ' ', 'Trends', 'Topics', 'Guide', 'Year', 'Including', '   ', '…']",hr 222 major   trend topic guid year includ     …,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0625,0.5
900,900,1643729935000,Robert Buntin 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺,BuntinRobert,"Herr Kerr was at his shouting, banging thuggery again today at FMs #Covid briefing. https://t.co/JvwjaqZb4E",77,18,"Herr Kerr was at his shouting, banging thuggery again today at FMs  briefing.",[],['#Covid'],[' https://t.co/JvwjaqZb4E'],Herr Kerr was at his shouting banging thuggery again today at FMs  briefing,"[Herr, Kerr, was, at, his, shouting, banging, thuggery, again, today, at, FMs,  , briefing]","['Herr', 'Kerr', 'shouting', 'banging', 'thuggery', 'today', 'FMs', ' ', 'briefing']",herr kerr shout bang thuggeri today fm   brief,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0
901,901,1643729934000,Oxford Recovery Center,OxfordRecovery,"How to treat Post Covid

 #postcovid #covid19 #healing #therapy #hbot #hyperbarics #hyperbaricoxygentherapy #covid… https://t.co/TSGpUseoZh",0,0,"How to treat Post Covid

        …",[],"['#postcovid', '#covid19', '#healing', '#therapy', '#hbot', '#hyperbarics', '#hyperbaricoxygentherapy', '#covid']",[' https://t.co/TSGpUseoZh'],"How to treat Post Covid

        …","[How, to, treat, Post, Covid, 

        , …]","['treat', 'Post', 'Covid', '\n\n        ', '…']","treat post covid 

         …",positive,"{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.4019}",0.0,0.0
902,902,1643729833000,Anomie Potpourri,AnomiePotpourri,#COVID digest: #Denmark lifts almost all restrictions. The #Danes gave absolutely had it. #DoNotComply https://t.co/32aPxVjoPN,0,0,digest:  lifts almost all restrictions. The  gave absolutely had it.,[],"['#COVID', '#Denmark', '#Danes', '#DoNotComply']",[' https://t.co/32aPxVjoPN'],digest  lifts almost all restrictions The  gave absolutely had it,"[digest,  , lifts, almost, all, restrictions, The,  , gave, absolutely, had, it]","['digest', ' ', 'lifts', 'restrictions', ' ', 'gave', 'absolutely']",digest   lift restrict   gave absolut,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.2,0.9
903,903,1643729711000,Dawnnbooks,dawnnbooks,"In #Parliament today, the Minister for #Health spoke about new #educational strategies for #COVID.  Meanwhile check… https://t.co/du8qdcbGoD",0,0,"In  today, the Minister for  spoke about new  strategies for .  Meanwhile check…",[],"['#Parliament', '#Health', '#educational', '#COVID']",[' https://t.co/du8qdcbGoD'],In  today the Minister for  spoke about new  strategies for   Meanwhile check…,"[In,  , today, the, Minister, for,  , spoke, about, new,  , strategies, for,   , Meanwhile, check, …]","[' ', 'today', 'Minister', ' ', 'spoke', 'new', ' ', 'strategies', '  ', 'check', '…']",  today minist   spoke new   strategi    check …,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.13636363636363635,0.45454545454545453
904,904,1643729702000,Leadership Institute,LeadershipInst,"📰""As a response to the Omicron variant, @FordhamNYC in New York is prohibiting students from drinking water during… https://t.co/D8b4brqNYL",2,0,"📰""As a response to the Omicron variant,  in New York is prohibiting students from drinking water during…",['@FordhamNYC'],[],[' https://t.co/D8b4brqNYL'],📰As a response to the Omicron variant  in New York is prohibiting students from drinking water during…,"[📰, As, a, response, to, the, Omicron, variant,  , in, New, York, is, prohibiting, students, from, drinking, water, during, …]","['📰', 'response', 'Omicron', 'variant', ' ', 'New', 'York', 'prohibiting', 'students', 'drinking', 'water', '…']",📰 respons omicron variant   new york prohibit student drink water …,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.13636363636363635,0.45454545454545453
905,905,1643729582000,Binary Blogger,BinaryBlogger,"70% of Americans are sick of #Covid (no pun intended) and want to get on with our lives... 100% agree. I've had it,… https://t.co/RmEEEc99RW",0,0,"70% of Americans are sick of  (no pun intended) and want to get on with our lives... 100% agree. I've had it,…",[],['#Covid'],[' https://t.co/RmEEEc99RW'],7 of Americans are sick of  no pun intended and want to get on with our lives 1 agree Ive had it…,"[7, of, Americans, are, sick, of,  , no, pun, intended, and, want, to, get, on, with, our, lives, 1, agree, I, ve, had, it, …]","['7', 'Americans', 'sick', ' ', 'pun', 'intended', 'want', 'lives', '1', 'agree', 've', '…']",7 american sick   pun intend want live 1 agre ve …,positive,"{'neg': 0.126, 'neu': 0.728, 'pos': 0.146, 'compound': -0.128}",-0.7142857142857143,0.8571428571428571
906,906,1643729401000,SM Corridor News,CorridorNews,#COVID19 UPDATE: #HaysCounty reports one #COVID-related fatality since Friday’s update: a woman from #Buda in her 6… https://t.co/bTmFyRp4RD,1,0,UPDATE:  reports one -related fatality since Friday’s update: a woman from  in her 6…,[],"['#COVID19', '#HaysCounty', '#COVID', '#Buda']",[' https://t.co/bTmFyRp4RD'],UPDATE  reports one related fatality since Friday’s update a woman from  in her 6…,"[UPDATE,  , reports, one, related, fatality, since, Friday, ’s, update, a, woman, from,  , in, her, 6, …]","['UPDATE', ' ', 'reports', 'related', 'fatality', 'Friday', 'update', 'woman', ' ', '6', '…']",updat   report relat fatal friday updat woman   6 …,negative,"{'neg': 0.273, 'neu': 0.727, 'pos': 0.0, 'compound': -0.6705}",0.0,0.4
907,907,1643729332000,Dr.Ali Demirdas,DrDemirdasEn,"My latest @TheNatlInterest
-Today’s 🇺🇦 is the 🇵🇱 of 1939, expendable for Western interests.
-🇩🇪 🇫🇷 🇺🇸 need 🇷🇺 in va… https://t.co/cjLdXuEKxB",13,7,"My latest 
-Today’s 🇺🇦 is the 🇵🇱 of 1939, expendable for Western interests.
-🇩🇪 🇫🇷 🇺🇸 need 🇷🇺 in va…",['@TheNatlInterest'],[],[' https://t.co/cjLdXuEKxB'],"My latest 
Today’s 🇺🇦 is the 🇵🇱 of 13 expendable for Western interests
🇩🇪 🇫🇷 🇺🇸 need 🇷🇺 in va…","[My, latest, 
, Today, ’s, 🇺, 🇦, is, the, 🇵, 🇱, of, 13, expendable, for, Western, interests, 
, 🇩, 🇪, 🇫, 🇷, 🇺, 🇸, need, 🇷, 🇺, in, va, …]","['latest', '\n', 'Today', '🇺', '🇦', '🇵', '🇱', '13', 'expendable', 'Western', 'interests', '\n', '🇩', '🇪', '🇫', '🇷', '🇺', '🇸', 'need', '🇷', '🇺', 'va', '…']","latest 
 today 🇺 🇦 🇵 🇱 13 expend western interest 
 🇩 🇪 🇫 🇷 🇺 🇸 need 🇷 🇺 va …",positive,"{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.25}",0.25,0.45
908,908,1643729192000,Spartachris,Spartachris1979,@catturd2 He doesn't have #covid He has what's commonly referred to as being a #fuckingcoward and needed to meet w/… https://t.co/Yr4qslsNWn,24,1,He doesn't have  He has what's commonly referred to as being a  and needed to meet w/…,['@catturd2'],"['#covid', '#fuckingcoward']",[' https://t.co/Yr4qslsNWn'],He doesnt have  He has whats commonly referred to as being a  and needed to meet w…,"[He, does, nt, have,  , He, has, what, s, commonly, referred, to, as, being, a,  , and, needed, to, meet, w, …]","['nt', ' ', 's', 'commonly', 'referred', ' ', 'needed', 'meet', 'w', '…']",nt   s commonli refer   need meet w …,neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",-0.3,0.5
909,909,1643729181000,Jerome Adams,JeromeAdamsMD,"Was talking #covid and @cdcgov guidance on @newsmax National Report

More adult vaccinations and boosters = faster… https://t.co/qVZ0lZsCqR",67,3,"Was talking  and  guidance on  National Report

More adult vaccinations and boosters = faster…","['@cdcgov', '@newsmax']",['#covid'],[' https://t.co/qVZ0lZsCqR'],"Was talking  and  guidance on  National Report

More adult vaccinations and boosters  faster…","[Was, talking,  , and,  , guidance, on,  , National, Report, 

, More, adult, vaccinations, and, boosters,  , faster, …]","['talking', ' ', ' ', 'guidance', ' ', 'National', 'Report', '\n\n', 'adult', 'vaccinations', 'boosters', ' ', 'faster', '…']","talk     guidanc   nation report 

 adult vaccin booster   faster …",neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.3,0.4
